userID;condition;rep_0--ecc_0--dur_1000--amp_0;rep_0--ecc_0--dur_1000--amp_100;rep_0--ecc_0--dur_1000--amp_25;rep_0--ecc_0--dur_1000--amp_50;rep_0--ecc_0--dur_1000--amp_75;rep_0--ecc_0--dur_1500--amp_0;rep_0--ecc_0--dur_1500--amp_100;rep_0--ecc_0--dur_1500--amp_25;rep_0--ecc_0--dur_1500--amp_50;rep_0--ecc_0--dur_1500--amp_75;rep_0--ecc_0--dur_2000--amp_0;rep_0--ecc_0--dur_2000--amp_100;rep_0--ecc_0--dur_2000--amp_25;rep_0--ecc_0--dur_2000--amp_50;rep_0--ecc_0--dur_2000--amp_75;rep_0--ecc_0--dur_250--amp_0;rep_0--ecc_0--dur_250--amp_100;rep_0--ecc_0--dur_250--amp_25;rep_0--ecc_0--dur_250--amp_50;rep_0--ecc_0--dur_250--amp_75;rep_0--ecc_0--dur_500--amp_0;rep_0--ecc_0--dur_500--amp_100;rep_0--ecc_0--dur_500--amp_25;rep_0--ecc_0--dur_500--amp_50;rep_0--ecc_0--dur_500--amp_75;rep_0--ecc_1--dur_1000--amp_0;rep_0--ecc_1--dur_1000--amp_100;rep_0--ecc_1--dur_1000--amp_25;rep_0--ecc_1--dur_1000--amp_50;rep_0--ecc_1--dur_1000--amp_75;rep_0--ecc_1--dur_1500--amp_0;rep_0--ecc_1--dur_1500--amp_100;rep_0--ecc_1--dur_1500--amp_25;rep_0--ecc_1--dur_1500--amp_50;rep_0--ecc_1--dur_1500--amp_75;rep_0--ecc_1--dur_2000--amp_0;rep_0--ecc_1--dur_2000--amp_100;rep_0--ecc_1--dur_2000--amp_25;rep_0--ecc_1--dur_2000--amp_50;rep_0--ecc_1--dur_2000--amp_75;rep_0--ecc_1--dur_250--amp_0;rep_0--ecc_1--dur_250--amp_100;rep_0--ecc_1--dur_250--amp_25;rep_0--ecc_1--dur_250--amp_50;rep_0--ecc_1--dur_250--amp_75;rep_0--ecc_1--dur_500--amp_0;rep_0--ecc_1--dur_500--amp_100;rep_0--ecc_1--dur_500--amp_25;rep_0--ecc_1--dur_500--amp_50;rep_0--ecc_1--dur_500--amp_75
1;;0;1;0;0;1;0;1;1;1;1;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;1;0;0;0;0;1;0;0;1;0;1;0;1;1;0;0;0;0;1;0;1;0;0;1
