userID;condition;rep_0--amp_0--wav_100;rep_0--amp_0--wav_200;rep_0--amp_0--wav_400;rep_0--amp_0--wav_50;rep_0--amp_0--wav_800;rep_0--amp_12--wav_100;rep_0--amp_12--wav_200;rep_0--amp_12--wav_400;rep_0--amp_12--wav_50;rep_0--amp_12--wav_800;rep_0--amp_24--wav_100;rep_0--amp_24--wav_100;rep_0--amp_24--wav_200;rep_0--amp_24--wav_200;rep_0--amp_24--wav_400;rep_0--amp_24--wav_400;rep_0--amp_24--wav_50;rep_0--amp_24--wav_50;rep_0--amp_24--wav_800;rep_0--amp_24--wav_800;rep_0--amp_6--wav_100;rep_0--amp_6--wav_200;rep_0--amp_6--wav_400;rep_0--amp_6--wav_50;rep_0--amp_6--wav_800;rep_1--amp_0--wav_100;rep_1--amp_0--wav_200;rep_1--amp_0--wav_400;rep_1--amp_0--wav_50;rep_1--amp_0--wav_800;rep_1--amp_12--wav_100;rep_1--amp_12--wav_200;rep_1--amp_12--wav_400;rep_1--amp_12--wav_50;rep_1--amp_12--wav_800;rep_1--amp_24--wav_100;rep_1--amp_24--wav_100;rep_1--amp_24--wav_200;rep_1--amp_24--wav_200;rep_1--amp_24--wav_400;rep_1--amp_24--wav_400;rep_1--amp_24--wav_50;rep_1--amp_24--wav_50;rep_1--amp_24--wav_800;rep_1--amp_24--wav_800;rep_1--amp_6--wav_100;rep_1--amp_6--wav_200;rep_1--amp_6--wav_400;rep_1--amp_6--wav_50;rep_1--amp_6--wav_800
1;;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0
2;;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
