userID;condition;rep_0--ecc_0--dur_1000--amp_0;rep_0--ecc_0--dur_1000--amp_100;rep_0--ecc_0--dur_1000--amp_25;rep_0--ecc_0--dur_1000--amp_50;rep_0--ecc_0--dur_1000--amp_75;rep_0--ecc_0--dur_1500--amp_0;rep_0--ecc_0--dur_1500--amp_100;rep_0--ecc_0--dur_1500--amp_25;rep_0--ecc_0--dur_1500--amp_50;rep_0--ecc_0--dur_1500--amp_75;rep_0--ecc_0--dur_2000--amp_0;rep_0--ecc_0--dur_2000--amp_100;rep_0--ecc_0--dur_2000--amp_25;rep_0--ecc_0--dur_2000--amp_50;rep_0--ecc_0--dur_2000--amp_75;rep_0--ecc_0--dur_250--amp_0;rep_0--ecc_0--dur_250--amp_100;rep_0--ecc_0--dur_250--amp_25;rep_0--ecc_0--dur_250--amp_50;rep_0--ecc_0--dur_250--amp_75;rep_0--ecc_0--dur_500--amp_0;rep_0--ecc_0--dur_500--amp_100;rep_0--ecc_0--dur_500--amp_25;rep_0--ecc_0--dur_500--amp_50;rep_0--ecc_0--dur_500--amp_75;rep_0--ecc_1--dur_1000--amp_0;rep_0--ecc_1--dur_1000--amp_100;rep_0--ecc_1--dur_1000--amp_25;rep_0--ecc_1--dur_1000--amp_50;rep_0--ecc_1--dur_1000--amp_75;rep_0--ecc_1--dur_1500--amp_0;rep_0--ecc_1--dur_1500--amp_100;rep_0--ecc_1--dur_1500--amp_25;rep_0--ecc_1--dur_1500--amp_50;rep_0--ecc_1--dur_1500--amp_75;rep_0--ecc_1--dur_2000--amp_0;rep_0--ecc_1--dur_2000--amp_100;rep_0--ecc_1--dur_2000--amp_25;rep_0--ecc_1--dur_2000--amp_50;rep_0--ecc_1--dur_2000--amp_75;rep_0--ecc_1--dur_250--amp_0;rep_0--ecc_1--dur_250--amp_100;rep_0--ecc_1--dur_250--amp_25;rep_0--ecc_1--dur_250--amp_50;rep_0--ecc_1--dur_250--amp_75;rep_0--ecc_1--dur_500--amp_0;rep_0--ecc_1--dur_500--amp_100;rep_0--ecc_1--dur_500--amp_25;rep_0--ecc_1--dur_500--amp_50;rep_0--ecc_1--dur_500--amp_75
1;;-1;4;-1;-1;5;-1;1;2;3;7;-1;1;-1;-1;4;-1;4;187;86;56;-1;3;-1;2;60;-1;5;-1;-1;-1;-1;7;-1;-1;2;-1;5;-1;1;0;-1;-1;-1;-1;151;-1;1;-1;-1;133
