userID;condition;rep_0--amp_0--wav_100;rep_0--amp_0--wav_200;rep_0--amp_0--wav_400;rep_0--amp_0--wav_50;rep_0--amp_0--wav_800;rep_0--amp_12--wav_100;rep_0--amp_12--wav_200;rep_0--amp_12--wav_400;rep_0--amp_12--wav_50;rep_0--amp_12--wav_800;rep_0--amp_24--wav_100;rep_0--amp_24--wav_200;rep_0--amp_24--wav_400;rep_0--amp_24--wav_50;rep_0--amp_24--wav_800;rep_0--amp_48--wav_100;rep_0--amp_48--wav_200;rep_0--amp_48--wav_400;rep_0--amp_48--wav_50;rep_0--amp_48--wav_800;rep_0--amp_6--wav_100;rep_0--amp_6--wav_200;rep_0--amp_6--wav_400;rep_0--amp_6--wav_50;rep_0--amp_6--wav_800;rep_1--amp_0--wav_100;rep_1--amp_0--wav_200;rep_1--amp_0--wav_400;rep_1--amp_0--wav_50;rep_1--amp_0--wav_800;rep_1--amp_12--wav_100;rep_1--amp_12--wav_200;rep_1--amp_12--wav_400;rep_1--amp_12--wav_50;rep_1--amp_12--wav_800;rep_1--amp_24--wav_100;rep_1--amp_24--wav_200;rep_1--amp_24--wav_400;rep_1--amp_24--wav_50;rep_1--amp_24--wav_800;rep_1--amp_48--wav_100;rep_1--amp_48--wav_200;rep_1--amp_48--wav_400;rep_1--amp_48--wav_50;rep_1--amp_48--wav_800;rep_1--amp_6--wav_100;rep_1--amp_6--wav_200;rep_1--amp_6--wav_400;rep_1--amp_6--wav_50;rep_1--amp_6--wav_800
3;;7261;6677;7381;10008;9765;647;464;4511;978;10006;597;648;1375;714;1044;564;582;630;465;1409;630;978;10011;1773;6348;8897;8930;10009;7217;10011;681;847;7058;1458;10015;596;680;1131;746;713;637;762;683;580;762;679;3716;3313;746;7010
