userID;condition;rep_0--amp_0--wav_100;rep_0--amp_0--wav_200;rep_0--amp_0--wav_400;rep_0--amp_0--wav_50;rep_0--amp_0--wav_800;rep_0--amp_12--wav_100;rep_0--amp_12--wav_200;rep_0--amp_12--wav_400;rep_0--amp_12--wav_50;rep_0--amp_12--wav_800;rep_0--amp_24--wav_100;rep_0--amp_24--wav_100;rep_0--amp_24--wav_200;rep_0--amp_24--wav_200;rep_0--amp_24--wav_400;rep_0--amp_24--wav_400;rep_0--amp_24--wav_50;rep_0--amp_24--wav_50;rep_0--amp_24--wav_800;rep_0--amp_24--wav_800;rep_0--amp_6--wav_100;rep_0--amp_6--wav_200;rep_0--amp_6--wav_400;rep_0--amp_6--wav_50;rep_0--amp_6--wav_800;rep_1--amp_0--wav_100;rep_1--amp_0--wav_200;rep_1--amp_0--wav_400;rep_1--amp_0--wav_50;rep_1--amp_0--wav_800;rep_1--amp_12--wav_100;rep_1--amp_12--wav_200;rep_1--amp_12--wav_400;rep_1--amp_12--wav_50;rep_1--amp_12--wav_800;rep_1--amp_24--wav_100;rep_1--amp_24--wav_100;rep_1--amp_24--wav_200;rep_1--amp_24--wav_200;rep_1--amp_24--wav_400;rep_1--amp_24--wav_400;rep_1--amp_24--wav_50;rep_1--amp_24--wav_50;rep_1--amp_24--wav_800;rep_1--amp_24--wav_800;rep_1--amp_6--wav_100;rep_1--amp_6--wav_200;rep_1--amp_6--wav_400;rep_1--amp_6--wav_50;rep_1--amp_6--wav_800
1;;2;3;8;11;2;1;3;3;2;3;3;8;0;0;3;2;5;1;2;3;3;3;2;5;0;3;0;2;0;3;0;3;3;2;2;2;0;8;0;4;1;1;3;3;1;3;11;2;3;3
2;;12;14;10;3;10;10;12;26;11;16;8;14;15;6;4;13;8;14;4;11;12;10;14;8;8;14;8;26;10;14;7;3;18;8;17;14;18;10;11;9;17;11;14;12;17;8;14;10;15;17
